session,wfz,b2_key,local_bytes,b2_bytes,present,size_matches,error
AB_0032/2024-06-27/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0032\2024-06-27\1\widefield.wfz,subjects/AB_0032/2024-06-27/1/widefield.wfz,85011481838,,False,False,FileNotPresent: File not present: subjects/AB_0032/2024-06-27/1/widefield.wfz
ZYE_0057/2022-01-29/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0057\2022-01-29\1\widefield.wfz,subjects/ZYE_0057/2022-01-29/1/widefield.wfz,85772236511,85772236511,True,True,
AB_0026/2024-03-13/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0026\2024-03-13\1\widefield.wfz,subjects/AB_0026/2024-03-13/1/widefield.wfz,83683699319,,False,False,FileNotPresent: File not present: subjects/AB_0026/2024-03-13/1/widefield.wfz
AB_0032/2024-03-13/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0032\2024-03-13\1\widefield.wfz,subjects/AB_0032/2024-03-13/1/widefield.wfz,83683699319,,False,False,FileNotPresent: File not present: subjects/AB_0032/2024-03-13/1/widefield.wfz
AL_0033/2024-08-24/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-08-24\1\widefield.wfz,subjects/AL_0033/2024-08-24/1/widefield.wfz,75640273544,,False,False,FileNotPresent: File not present: subjects/AL_0033/2024-08-24/1/widefield.wfz
AL_0039/2025-05-25/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-05-25\1\widefield.wfz,subjects/AL_0039/2025-05-25/1/widefield.wfz,79243746762,,False,False,FileNotPresent: File not present: subjects/AL_0039/2025-05-25/1/widefield.wfz
ZYE_0009/2020-08-16/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0009\2020-08-16\1\widefield.wfz,subjects/ZYE_0009/2020-08-16/1/widefield.wfz,83117802873,83117802873,True,True,
AL_0032/2024-05-15/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0032\2024-05-15\1\widefield.wfz,subjects/AL_0032/2024-05-15/1/widefield.wfz,77942716370,,False,False,FileNotPresent: File not present: subjects/AL_0032/2024-05-15/1/widefield.wfz
AL_0033/2025-02-24/2,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-02-24\2\widefield.wfz,subjects/AL_0033/2025-02-24/2/widefield.wfz,75587614645,,False,False,FileNotPresent: File not present: subjects/AL_0033/2025-02-24/2/widefield.wfz
AL_0035/2025-04-27/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0035\2025-04-27\1\widefield.wfz,subjects/AL_0035/2025-04-27/1/widefield.wfz,79917312819,,False,False,FileNotPresent: File not present: subjects/AL_0035/2025-04-27/1/widefield.wfz
AL_0048/2026-07-21/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0048\2026-07-21\1\widefield.wfz,subjects/AL_0048/2026-07-21/1/widefield.wfz,73531455035,,False,False,FileNotPresent: File not present: subjects/AL_0048/2026-07-21/1/widefield.wfz
AL_0033/2025-02-12/2,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-02-12\2\widefield.wfz,subjects/AL_0033/2025-02-12/2/widefield.wfz,75230804757,,False,False,FileNotPresent: File not present: subjects/AL_0033/2025-02-12/2/widefield.wfz
AL_0035/2025-01-19/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0035\2025-01-19\1\widefield.wfz,subjects/AL_0035/2025-01-19/1/widefield.wfz,83901202143,,False,False,FileNotPresent: File not present: subjects/AL_0035/2025-01-19/1/widefield.wfz
ZYE_0085/2024-07-14/2,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0085\2024-07-14\2\widefield.wfz,subjects/ZYE_0085/2024-07-14/2/widefield.wfz,77677631805,77677631805,True,True,
FD_004/2025-11-17/1,\\sahale.biostr.washington.edu\data\Subjects\FD_004\2025-11-17\1\widefield.wfz,subjects/FD_004/2025-11-17/1/widefield.wfz,43964377439,,False,False,FileNotPresent: File not present: subjects/FD_004/2025-11-17/1/widefield.wfz
ZYE_0052/2021-12-20/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0052\2021-12-20\1\widefield.wfz,subjects/ZYE_0052/2021-12-20/1/widefield.wfz,83527645002,83527645002,True,True,
ZYE_0058/2022-03-11/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0058\2022-03-11\1\widefield.wfz,subjects/ZYE_0058/2022-03-11/1/widefield.wfz,85039488951,85039488951,True,True,
AB_0032/2024-03-14/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0032\2024-03-14\1\widefield.wfz,subjects/AB_0032/2024-03-14/1/widefield.wfz,80405867355,,False,False,FileNotPresent: File not present: subjects/AB_0032/2024-03-14/1/widefield.wfz
AL_0032/2024-06-12/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0032\2024-06-12\1\widefield.wfz,subjects/AL_0032/2024-06-12/1/widefield.wfz,74990806433,,False,False,FileNotPresent: File not present: subjects/AL_0032/2024-06-12/1/widefield.wfz
AL_0034/2024-07-25/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0034\2024-07-25\1\widefield.wfz,subjects/AL_0034/2024-07-25/1/widefield.wfz,78799730822,,False,False,FileNotPresent: File not present: subjects/AL_0034/2024-07-25/1/widefield.wfz
AL_0039/2025-07-01/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-07-01\1\widefield.wfz,subjects/AL_0039/2025-07-01/1/widefield.wfz,72640159655,,False,False,FileNotPresent: File not present: subjects/AL_0039/2025-07-01/1/widefield.wfz
AL_0039/2025-05-11/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-05-11\1\widefield.wfz,subjects/AL_0039/2025-05-11/1/widefield.wfz,80389751653,,False,False,FileNotPresent: File not present: subjects/AL_0039/2025-05-11/1/widefield.wfz
AB_0032/2024-04-25/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0032\2024-04-25\1\widefield.wfz,subjects/AB_0032/2024-04-25/1/widefield.wfz,77410504675,,False,False,FileNotPresent: File not present: subjects/AB_0032/2024-04-25/1/widefield.wfz
ZYE_0059/2022-03-16/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0059\2022-03-16\1\widefield.wfz,subjects/ZYE_0059/2022-03-16/1/widefield.wfz,81966409414,81966409414,True,True,
ZYE_0045/2021-09-22/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0045\2021-09-22\1\widefield.wfz,subjects/ZYE_0045/2021-09-22/1/widefield.wfz,80691064604,,False,False,FileNotPresent: File not present: subjects/ZYE_0045/2021-09-22/1/widefield.wfz
AL_0033/2024-07-09/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-07-09\1\widefield.wfz,subjects/AL_0033/2024-07-09/1/widefield.wfz,75977832896,,False,False,FileNotPresent: File not present: subjects/AL_0033/2024-07-09/1/widefield.wfz
AL_0038/2025-02-18/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0038\2025-02-18\1\widefield.wfz,subjects/AL_0038/2025-02-18/1/widefield.wfz,69272315337,,False,False,FileNotPresent: File not present: subjects/AL_0038/2025-02-18/1/widefield.wfz
AB_0032/2024-04-15/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0032\2024-04-15\1\widefield.wfz,subjects/AB_0032/2024-04-15/1/widefield.wfz,72994129787,,False,False,FileNotPresent: File not present: subjects/AB_0032/2024-04-15/1/widefield.wfz
ZYE_0098/2025-07-26/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0098\2025-07-26\1\widefield.wfz,subjects/ZYE_0098/2025-07-26/1/widefield.wfz,67212590763,67212590763,True,True,
AL_0039/2025-07-05/2,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-07-05\2\widefield.wfz,subjects/AL_0039/2025-07-05/2/widefield.wfz,71769598696,,False,False,FileNotPresent: File not present: subjects/AL_0039/2025-07-05/2/widefield.wfz
AB_0004/2021-03-30/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0004\2021-03-30\1\widefield.wfz,subjects/AB_0004/2021-03-30/1/widefield.wfz,85185484475,,False,False,FileNotPresent: File not present: subjects/AB_0004/2021-03-30/1/widefield.wfz
AL_0035/2025-04-25/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0035\2025-04-25\1\widefield.wfz,subjects/AL_0035/2025-04-25/1/widefield.wfz,74055122711,,False,False,FileNotPresent: File not present: subjects/AL_0035/2025-04-25/1/widefield.wfz
AL_0035/2025-04-25/2,\\sahale.biostr.washington.edu\data\Subjects\AL_0035\2025-04-25\2\widefield.wfz,subjects/AL_0035/2025-04-25/2/widefield.wfz,74055122711,,False,False,FileNotPresent: File not present: subjects/AL_0035/2025-04-25/2/widefield.wfz
AL_0033/2025-06-24/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-06-24\1\widefield.wfz,subjects/AL_0033/2025-06-24/1/widefield.wfz,70830783483,,False,False,FileNotPresent: File not present: subjects/AL_0033/2025-06-24/1/widefield.wfz
AB_0032/2024-06-21/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0032\2024-06-21\1\widefield.wfz,subjects/AB_0032/2024-06-21/1/widefield.wfz,77986009498,,False,False,FileNotPresent: File not present: subjects/AB_0032/2024-06-21/1/widefield.wfz
ZYE_0062/2022-03-29/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0062\2022-03-29\1\widefield.wfz,subjects/ZYE_0062/2022-03-29/1/widefield.wfz,79653686578,,False,False,FileNotPresent: File not present: subjects/ZYE_0062/2022-03-29/1/widefield.wfz
AL_0035/2024-08-14/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0035\2024-08-14\1\widefield.wfz,subjects/AL_0035/2024-08-14/1/widefield.wfz,75687580453,,False,False,FileNotPresent: File not present: subjects/AL_0035/2024-08-14/1/widefield.wfz
ZYE_0091/2024-07-11/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0091\2024-07-11\1\widefield.wfz,subjects/ZYE_0091/2024-07-11/1/widefield.wfz,72377416755,72377416755,True,True,
AL_0039/2025-07-02/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-07-02\1\widefield.wfz,subjects/AL_0039/2025-07-02/1/widefield.wfz,70472290794,,False,False,FileNotPresent: File not present: subjects/AL_0039/2025-07-02/1/widefield.wfz
FD_004/2025-11-14/4,\\sahale.biostr.washington.edu\data\Subjects\FD_004\2025-11-14\4\widefield.wfz,subjects/FD_004/2025-11-14/4/widefield.wfz,42165363056,,False,False,FileNotPresent: File not present: subjects/FD_004/2025-11-14/4/widefield.wfz
ZYE_0049/2021-12-02/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0049\2021-12-02\1\widefield.wfz,subjects/ZYE_0049/2021-12-02/1/widefield.wfz,79520568350,,False,False,FileNotPresent: File not present: subjects/ZYE_0049/2021-12-02/1/widefield.wfz
ZYE_0090/2024-08-12/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0090\2024-08-12\1\widefield.wfz,subjects/ZYE_0090/2024-08-12/1/widefield.wfz,72312861447,72312861447,True,True,
AL_0034/2024-09-19/2,\\sahale.biostr.washington.edu\data\Subjects\AL_0034\2024-09-19\2\widefield.wfz,subjects/AL_0034/2024-09-19/2/widefield.wfz,75069958172,,False,False,FileNotPresent: File not present: subjects/AL_0034/2024-09-19/2/widefield.wfz
AL_0033/2025-03-05/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-03-05\1\widefield.wfz,subjects/AL_0033/2025-03-05/1/widefield.wfz,74619219130,,False,False,FileNotPresent: File not present: subjects/AL_0033/2025-03-05/1/widefield.wfz
AL_0033/2024-08-30/2,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-08-30\2\widefield.wfz,subjects/AL_0033/2024-08-30/2/widefield.wfz,72453869885,,False,False,FileNotPresent: File not present: subjects/AL_0033/2024-08-30/2/widefield.wfz
ZYE_0085/2024-07-11/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0085\2024-07-11\1\widefield.wfz,subjects/ZYE_0085/2024-07-11/1/widefield.wfz,73161418469,,False,False,FileNotPresent: File not present: subjects/ZYE_0085/2024-07-11/1/widefield.wfz
AL_0039/2025-06-27/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-06-27\1\widefield.wfz,subjects/AL_0039/2025-06-27/1/widefield.wfz,68429933719,,False,False,FileNotPresent: File not present: subjects/AL_0039/2025-06-27/1/widefield.wfz
AL_0036/2024-12-19/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0036\2024-12-19\1\widefield.wfz,subjects/AL_0036/2024-12-19/1/widefield.wfz,77009653161,,False,False,FileNotPresent: File not present: subjects/AL_0036/2024-12-19/1/widefield.wfz
AL_0033/2024-07-26/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-07-26\1\widefield.wfz,subjects/AL_0033/2024-07-26/1/widefield.wfz,71877214874,,False,False,FileNotPresent: File not present: subjects/AL_0033/2024-07-26/1/widefield.wfz
AL_0034/2024-08-20/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0034\2024-08-20\1\widefield.wfz,subjects/AL_0034/2024-08-20/1/widefield.wfz,76461902411,,False,False,FileNotPresent: File not present: subjects/AL_0034/2024-08-20/1/widefield.wfz
ZYE_0089/2024-07-09/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0089\2024-07-09\1\widefield.wfz,subjects/ZYE_0089/2024-07-09/1/widefield.wfz,70658157871,,False,False,FileNotPresent: File not present: subjects/ZYE_0089/2024-07-09/1/widefield.wfz
ZYE_0085/2024-07-10/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0085\2024-07-10\1\widefield.wfz,subjects/ZYE_0085/2024-07-10/1/widefield.wfz,72064338440,,False,False,FileNotPresent: File not present: subjects/ZYE_0085/2024-07-10/1/widefield.wfz
ZYE_0041/2021-09-03/2,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0041\2021-09-03\2\widefield.wfz,subjects/ZYE_0041/2021-09-03/2/widefield.wfz,74726288387,,False,False,FileNotPresent: File not present: subjects/ZYE_0041/2021-09-03/2/widefield.wfz
ZYE_0088/2024-07-11/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0088\2024-07-11\1\widefield.wfz,subjects/ZYE_0088/2024-07-11/1/widefield.wfz,73937138593,,False,False,FileNotPresent: File not present: subjects/ZYE_0088/2024-07-11/1/widefield.wfz
ZYE_0085/2024-07-16/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0085\2024-07-16\1\widefield.wfz,subjects/ZYE_0085/2024-07-16/1/widefield.wfz,72066814067,,False,False,FileNotPresent: File not present: subjects/ZYE_0085/2024-07-16/1/widefield.wfz
ZYE_0046/2021-11-22/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0046\2021-11-22\1\widefield.wfz,subjects/ZYE_0046/2021-11-22/1/widefield.wfz,77009828725,,False,False,FileNotPresent: File not present: subjects/ZYE_0046/2021-11-22/1/widefield.wfz
ZYE_0062/2022-03-30/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0062\2022-03-30\1\widefield.wfz,subjects/ZYE_0062/2022-03-30/1/widefield.wfz,77671332655,,False,False,FileNotPresent: File not present: subjects/ZYE_0062/2022-03-30/1/widefield.wfz
AL_0033/2025-08-05/4,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-08-05\4\widefield.wfz,subjects/AL_0033/2025-08-05/4/widefield.wfz,66762322481,,False,False,FileNotPresent: File not present: subjects/AL_0033/2025-08-05/4/widefield.wfz
AL_0036/2025-01-16/2,\\sahale.biostr.washington.edu\data\Subjects\AL_0036\2025-01-16\2\widefield.wfz,subjects/AL_0036/2025-01-16/2/widefield.wfz,72597134441,,False,False,FileNotPresent: File not present: subjects/AL_0036/2025-01-16/2/widefield.wfz
AL_0033/2025-04-15/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-04-15\1\widefield.wfz,subjects/AL_0033/2025-04-15/1/widefield.wfz,69461410139,,False,False,FileNotPresent: File not present: subjects/AL_0033/2025-04-15/1/widefield.wfz
AL_0033/2025-02-26/2,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-02-26\2\widefield.wfz,subjects/AL_0033/2025-02-26/2/widefield.wfz,69602838388,,False,False,FileNotPresent: File not present: subjects/AL_0033/2025-02-26/2/widefield.wfz
AB_0005/2021-03-30/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0005\2021-03-30\1\widefield.wfz,subjects/AB_0005/2021-03-30/1/widefield.wfz,77263434270,,False,False,FileNotPresent: File not present: subjects/AB_0005/2021-03-30/1/widefield.wfz
AL_0033/2024-06-21/2,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-06-21\2\widefield.wfz,subjects/AL_0033/2024-06-21/2/widefield.wfz,70940782071,,False,False,FileNotPresent: File not present: subjects/AL_0033/2024-06-21/2/widefield.wfz
ZYE_0067/2022-10-23/2,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0067\2022-10-23\2\widefield.wfz,subjects/ZYE_0067/2022-10-23/2/widefield.wfz,80222738252,,False,False,FileNotPresent: File not present: subjects/ZYE_0067/2022-10-23/2/widefield.wfz
AL_0032/2024-04-19/2,\\sahale.biostr.washington.edu\data\Subjects\AL_0032\2024-04-19\2\widefield.wfz,subjects/AL_0032/2024-04-19/2/widefield.wfz,69248939984,,False,False,FileNotPresent: File not present: subjects/AL_0032/2024-04-19/2/widefield.wfz
ZYE_0085/2024-07-23/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0085\2024-07-23\1\widefield.wfz,subjects/ZYE_0085/2024-07-23/1/widefield.wfz,70615861708,,False,False,FileNotPresent: File not present: subjects/ZYE_0085/2024-07-23/1/widefield.wfz
ZYE_0055/2022-01-10/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0055\2022-01-10\1\widefield.wfz,subjects/ZYE_0055/2022-01-10/1/widefield.wfz,78429963118,,False,False,FileNotPresent: File not present: subjects/ZYE_0055/2022-01-10/1/widefield.wfz
ZYE_0091/2024-07-16/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0091\2024-07-16\1\widefield.wfz,subjects/ZYE_0091/2024-07-16/1/widefield.wfz,68954230814,,False,False,FileNotPresent: File not present: subjects/ZYE_0091/2024-07-16/1/widefield.wfz
AL_0035/2025-01-25/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0035\2025-01-25\1\widefield.wfz,subjects/AL_0035/2025-01-25/1/widefield.wfz,74476795122,,False,False,FileNotPresent: File not present: subjects/AL_0035/2025-01-25/1/widefield.wfz
ZYE_0070/2023-01-16/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0070\2023-01-16\1\widefield.wfz,subjects/ZYE_0070/2023-01-16/1/widefield.wfz,74396371953,,False,False,FileNotPresent: File not present: subjects/ZYE_0070/2023-01-16/1/widefield.wfz
ZYE_0043/2021-09-25/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0043\2021-09-25\1\widefield.wfz,subjects/ZYE_0043/2021-09-25/1/widefield.wfz,74829612861,,False,False,FileNotPresent: File not present: subjects/ZYE_0043/2021-09-25/1/widefield.wfz
ZYE_0071/2023-01-17/3,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0071\2023-01-17\3\widefield.wfz,subjects/ZYE_0071/2023-01-17/3/widefield.wfz,72915105556,,False,False,FileNotPresent: File not present: subjects/ZYE_0071/2023-01-17/3/widefield.wfz
ZYE_0066/2022-10-23/6,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0066\2022-10-23\6\widefield.wfz,subjects/ZYE_0066/2022-10-23/6/widefield.wfz,74457947832,,False,False,FileNotPresent: File not present: subjects/ZYE_0066/2022-10-23/6/widefield.wfz
ZYE_0091/2024-07-17/2,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0091\2024-07-17\2\widefield.wfz,subjects/ZYE_0091/2024-07-17/2/widefield.wfz,67859167746,,False,False,FileNotPresent: File not present: subjects/ZYE_0091/2024-07-17/2/widefield.wfz
AL_0033/2025-03-28/3,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-03-28\3\widefield.wfz,subjects/AL_0033/2025-03-28/3/widefield.wfz,65635193902,,False,False,FileNotPresent: File not present: subjects/AL_0033/2025-03-28/3/widefield.wfz
AL_0033/2025-08-04/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-08-04\1\widefield.wfz,subjects/AL_0033/2025-08-04/1/widefield.wfz,64191425947,,False,False,FileNotPresent: File not present: subjects/AL_0033/2025-08-04/1/widefield.wfz
ZYE_0072/2023-01-22/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0072\2023-01-22\1\widefield.wfz,subjects/ZYE_0072/2023-01-22/1/widefield.wfz,66466635583,,False,False,FileNotPresent: File not present: subjects/ZYE_0072/2023-01-22/1/widefield.wfz
FD_012/2026-04-23/1,\\sahale.biostr.washington.edu\data\Subjects\FD_012\2026-04-23\1\widefield.wfz,subjects/FD_012/2026-04-23/1/widefield.wfz,42991937505,,False,False,FileNotPresent: File not present: subjects/FD_012/2026-04-23/1/widefield.wfz
FD_012/2026-04-21/1,\\sahale.biostr.washington.edu\data\Subjects\FD_012\2026-04-21\1\widefield.wfz,subjects/FD_012/2026-04-21/1/widefield.wfz,43757735598,,False,False,FileNotPresent: File not present: subjects/FD_012/2026-04-21/1/widefield.wfz
FD_011/2026-03-03/1,\\sahale.biostr.washington.edu\data\Subjects\FD_011\2026-03-03\1\widefield.wfz,subjects/FD_011/2026-03-03/1/widefield.wfz,44586924187,,False,False,FileNotPresent: File not present: subjects/FD_011/2026-03-03/1/widefield.wfz
FD_011/2026-04-13/1,\\sahale.biostr.washington.edu\data\Subjects\FD_011\2026-04-13\1\widefield.wfz,subjects/FD_011/2026-04-13/1/widefield.wfz,39881150064,,False,False,FileNotPresent: File not present: subjects/FD_011/2026-04-13/1/widefield.wfz
FD_011/2026-03-02/2,\\sahale.biostr.washington.edu\data\Subjects\FD_011\2026-03-02\2\widefield.wfz,subjects/FD_011/2026-03-02/2/widefield.wfz,49238370184,,False,False,FileNotPresent: File not present: subjects/FD_011/2026-03-02/2/widefield.wfz
FD_011/2026-02-25/1,\\sahale.biostr.washington.edu\data\Subjects\FD_011\2026-02-25\1\widefield.wfz,subjects/FD_011/2026-02-25/1/widefield.wfz,51404634215,,False,False,FileNotPresent: File not present: subjects/FD_011/2026-02-25/1/widefield.wfz
FD_011/2026-02-28/1,\\sahale.biostr.washington.edu\data\Subjects\FD_011\2026-02-28\1\widefield.wfz,subjects/FD_011/2026-02-28/1/widefield.wfz,53028007662,,False,False,FileNotPresent: File not present: subjects/FD_011/2026-02-28/1/widefield.wfz
AL_0038/2025-05-02/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0038\2025-05-02\1\widefield.wfz,subjects/AL_0038/2025-05-02/1/widefield.wfz,56232822204,,False,False,FileNotPresent: File not present: subjects/AL_0038/2025-05-02/1/widefield.wfz
FD_011/2026-04-06/1,\\sahale.biostr.washington.edu\data\Subjects\FD_011\2026-04-06\1\widefield.wfz,subjects/FD_011/2026-04-06/1/widefield.wfz,39814009609,,False,False,FileNotPresent: File not present: subjects/FD_011/2026-04-06/1/widefield.wfz
ZYE_0053/2021-12-19/2,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0053\2021-12-19\2\widefield.wfz,subjects/ZYE_0053/2021-12-19/2/widefield.wfz,75632310897,,False,False,FileNotPresent: File not present: subjects/ZYE_0053/2021-12-19/2/widefield.wfz
AL_0041/2026-04-16/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0041\2026-04-16\1\widefield.wfz,subjects/AL_0041/2026-04-16/1/widefield.wfz,61672924287,,False,False,FileNotPresent: File not present: subjects/AL_0041/2026-04-16/1/widefield.wfz
AL_0032/2024-04-27/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0032\2024-04-27\1\widefield.wfz,subjects/AL_0032/2024-04-27/1/widefield.wfz,67403461757,,False,False,FileNotPresent: File not present: subjects/AL_0032/2024-04-27/1/widefield.wfz
ZYE_0078/2024-07-23/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0078\2024-07-23\1\widefield.wfz,subjects/ZYE_0078/2024-07-23/1/widefield.wfz,64670861250,,False,False,FileNotPresent: File not present: subjects/ZYE_0078/2024-07-23/1/widefield.wfz
ZYE_0094/2025-07-18/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0094\2025-07-18\1\widefield.wfz,subjects/ZYE_0094/2025-07-18/1/widefield.wfz,60079077564,,False,False,FileNotPresent: File not present: subjects/ZYE_0094/2025-07-18/1/widefield.wfz
ZYE_0091/2024-07-15/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0091\2024-07-15\1\widefield.wfz,subjects/ZYE_0091/2024-07-15/1/widefield.wfz,66864336914,,False,False,FileNotPresent: File not present: subjects/ZYE_0091/2024-07-15/1/widefield.wfz
ZYE_0091/2024-07-14/3,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0091\2024-07-14\3\widefield.wfz,subjects/ZYE_0091/2024-07-14/3/widefield.wfz,66981034703,,False,False,FileNotPresent: File not present: subjects/ZYE_0091/2024-07-14/3/widefield.wfz
AL_0033/2025-01-28/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-01-28\1\widefield.wfz,subjects/AL_0033/2025-01-28/1/widefield.wfz,67466248948,,False,False,FileNotPresent: File not present: subjects/AL_0033/2025-01-28/1/widefield.wfz
