timestamp_utc,event,path,size_bytes,host,pid,note
2026-08-29T06:14:10+00:00,delete,Y:/Subjects\ZYE_0074\2024-01-27\1\p5_g0\p5_g0_imec0\p5_g0_t0.imec0.lf.cbin.partial-6732,12117011,DESKTOP-KH3D2OM,6732,renamed into place
2026-08-29T06:14:10+00:00,create,Y:/Subjects\ZYE_0074\2024-01-27\1\p5_g0\p5_g0_imec0\p5_g0_t0.imec0.lf.cbin,12115744,DESKTOP-KH3D2OM,6732,
2026-08-29T06:14:10+00:00,create,Y:/Subjects\ZYE_0074\2024-01-27\1\p5_g0\p5_g0_imec0\p5_g0_t0.imec0.lf.ch,1267,DESKTOP-KH3D2OM,6732,
2026-08-29T06:14:11+00:00,create,Y:/Subjects\ZYE_0073\2024-01-28\1\p1_g0\p1_g0_imec1\p1_g0_t0.imec1.lf.cbin.partial-6732,0,DESKTOP-KH3D2OM,6732,temporary output
2026-08-29T06:14:15+00:00,delete,Y:/Subjects\lightFlipperTest2\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.cbin.partial-26564,18048159,DESKTOP-KH3D2OM,26564,renamed into place
2026-08-29T06:14:15+00:00,create,Y:/Subjects\lightFlipperTest2\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.cbin,18046831,DESKTOP-KH3D2OM,26564,
2026-08-29T06:14:15+00:00,create,Y:/Subjects\lightFlipperTest2\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.ch,1328,DESKTOP-KH3D2OM,26564,
2026-08-29T06:14:15+00:00,create,Y:/Subjects\ZYE_0073\2024-01-28\1\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.cbin.partial-26564,0,DESKTOP-KH3D2OM,26564,temporary output
2026-08-29T06:14:17+00:00,delete,Y:/Subjects\ZYE_0073\2024-01-28\1\p1_g0\p1_g0_imec1\p1_g0_t0.imec1.lf.cbin.partial-6732,20086941,DESKTOP-KH3D2OM,6732,renamed into place
2026-08-29T06:14:17+00:00,create,Y:/Subjects\ZYE_0073\2024-01-28\1\p1_g0\p1_g0_imec1\p1_g0_t0.imec1.lf.cbin,20085531,DESKTOP-KH3D2OM,6732,
2026-08-29T06:14:17+00:00,create,Y:/Subjects\ZYE_0073\2024-01-28\1\p1_g0\p1_g0_imec1\p1_g0_t0.imec1.lf.ch,1410,DESKTOP-KH3D2OM,6732,
2026-08-29T06:14:17+00:00,create,Y:/Subjects\JRS_0023\2023-05-22\_spikeglx_ephysData_g0\p3_g0_t0.nidq.cbin.partial-6732,0,DESKTOP-KH3D2OM,6732,temporary output
2026-08-29T06:14:21+00:00,delete,Y:/Subjects\JRS_0023\2023-05-22\_spikeglx_ephysData_g0\p3_g0_t0.nidq.cbin.partial-6732,8604184,DESKTOP-KH3D2OM,6732,renamed into place
2026-08-29T06:14:21+00:00,create,Y:/Subjects\JRS_0023\2023-05-22\_spikeglx_ephysData_g0\p3_g0_t0.nidq.cbin,8587805,DESKTOP-KH3D2OM,6732,
2026-08-29T06:14:21+00:00,create,Y:/Subjects\JRS_0023\2023-05-22\_spikeglx_ephysData_g0\p3_g0_t0.nidq.ch,16379,DESKTOP-KH3D2OM,6732,
2026-08-29T06:14:21+00:00,create,Y:/Subjects\IBL\quarterDensityRecordings\Subjects\KM_061\2025-11-11\002\raw_ephys_data\_spikeglx_ephysData__g0\_spikeglx_ephysData__g0_t0.nidq.cbin.partial-6732,0,DESKTOP-KH3D2OM,6732,temporary output
2026-08-29T06:14:21+00:00,delete,Y:/Subjects\ZYE_0073\2024-01-28\1\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.cbin.partial-26564,19807968,DESKTOP-KH3D2OM,26564,renamed into place
