server,path,bytes,band,subject,date,session,has_cbin,cbin_bytes,has_ch,has_meta,n_channels,sample_rate_hz,implied_seconds,error
Y,\\sahale.biostr.washington.edu\data\Subjects\Sawtell\060623_file001_g1\060623_file001_g1_t0.imec0.ap.bin,25776905770,ap,Sawtell,,,False,0,False,True,385,30000.0,1115.8833666666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\Sawtell\060623_file001_g1\060623_file001_g1_t0.imec0.lf.bin,2148075930,lf,Sawtell,,,False,0,False,True,385,2500.0,1115.8836,
Y,\\sahale.biostr.washington.edu\data\Subjects\Sawtell\060623_file001_g1\060623_file001_g1_t0.nidq.bin,603719928,nidq,Sawtell,,,False,0,False,True,9,30000.0,1117.9998666666668,
Y,\\sahale.biostr.washington.edu\data\Subjects\Sawtell\060623_file001_g9\060623_file001_g9_t0.imec0.ap.bin,22206363410,ap,Sawtell,,,False,0,False,True,385,30000.0,961.3144333333333,
Y,\\sahale.biostr.washington.edu\data\Subjects\Sawtell\060623_file001_g9\060623_file001_g9_t0.imec0.lf.bin,1850530990,lf,Sawtell,,,False,0,False,True,385,2500.0,961.3148,
Y,\\sahale.biostr.washington.edu\data\Subjects\Sawtell\060623_file001_g9\060623_file001_g9_t0.nidq.bin,522872136,nidq,Sawtell,,,False,0,False,True,9,30000.0,968.2817333333334,
Y,\\sahale.biostr.washington.edu\data\Subjects\Sawtell\2022-06-27\062722_6_g0_t0.imec0.ap.bin,18030874400,ap,Sawtell,2022-06-27,062722_6_g0_t0.imec0.ap.bin,False,0,False,True,385,30000.0,780.5573333333333,
Y,\\sahale.biostr.washington.edu\data\Subjects\MonkeyUltra_01\a220301_CSDflashNPX_g1\a220301_CSDflashNPX_g1_t1.nidq.bin,77232694,nidq,MonkeyUltra_01,,,False,0,False,True,7,25000.0,220.66484,
Y,\\sahale.biostr.washington.edu\data\Subjects\MonkeyUltra_01\a220301_CSDflashNPX_g1\a220301_CSDflashNPX_g1_t2.nidq.bin,98116172,nidq,MonkeyUltra_01,,,False,0,False,True,7,25000.0,280.33192,
Y,\\sahale.biostr.washington.edu\data\Subjects\MonkeyUltra_01\a220302_Ultradense_g1\a220302_Ultradense_g1_t0.nidq.bin,2695678132,nidq,MonkeyUltra_01,,,False,0,False,True,7,25000.0,7701.93752,
Y,\\sahale.biostr.washington.edu\data\Subjects\lightFlipperTest\p0_g0\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,953969940,ap,lightFlipperTest,,,False,0,False,True,385,30000.0,41.2974,
Y,\\sahale.biostr.washington.edu\data\Subjects\Laurent\GL1300\GL1300_test202315_openfield1_g0\GL1300_test202315_morning_g0_t0.imec0.ap.bin,19953105480,ap,Laurent,,,False,0,False,True,385,30000.138083945476,863.7668242556311,
Y,\\sahale.biostr.washington.edu\data\Subjects\Laurent\GL1300\GL1300_test202315_openfield1_g0\GL1300_test202315_openfield1_g0_t0.imec0.ap.bin,57525166160,ap,Laurent,,,True,20620033813,True,True,385,30000.138083945476,2490.2554711899766,
Y,\\sahale.biostr.washington.edu\data\Subjects\Laurent\GL1300\GL1300_test202316_morning_g0\GL1300_test202316_morning_g0_t0.imec0.ap.bin,14549776010,ap,Laurent,,,True,5200884631,True,True,385,30000.138083945476,629.8575342262195,
Y,\\sahale.biostr.washington.edu\data\Subjects\Laurent\GL1300\GL1300_test202316_morning_g0\GL1300_test202316_morning_g0_t0.imec0.lf.bin,1212482040,lf,Laurent,,,True,289907327,True,True,385,2500.0115069954563,629.8579008911986,
Y,\\sahale.biostr.washington.edu\data\Subjects\Laurent\GL1350\20230324\GL1350_20230324_morning_g0_t0.imec0.ap.bin,53517387000,ap,Laurent,,,True,19984772739,True,True,385,30000.073387096774,2316.764332646391,
Y,\\sahale.biostr.washington.edu\data\Subjects\Laurent\GL1350\20230324\GL1350_20230324_morning_g0_t0.imec0.lf.bin,4459782250,lf,Laurent,,,True,1234034453,True,True,385,2500.0061155913977,2316.764332646391,
Y,\\sahale.biostr.washington.edu\data\Subjects\Laurent\GL1350\20230325\GL1350_20230325_morning_g0_t0.imec0.ap.bin,15378189750,ap,Laurent,,,True,5731141019,True,True,385,30000.11074074074,665.7200425889787,
Y,\\sahale.biostr.washington.edu\data\Subjects\Laurent\GL1350\20230325\GL1350_20230325_morning_g0_t0.imec0.lf.bin,1281516390,lf,Laurent,,,True,336340652,True,True,385,2500.0092283950617,665.7203425878712,
Y,\\sahale.biostr.washington.edu\data\Subjects\Laurent\GL1350\20230326\GL1350_20230326_morning1_g0_t0.imec0.ap.bin,25468528470,ap,Laurent,,,True,9327404284,True,True,385,30000.11074074074,1102.5296301684023,
Y,\\sahale.biostr.washington.edu\data\Subjects\Laurent\GL1350\20230326\GL1350_20230326_morning1_g0_t0.imec0.lf.bin,2122377950,lf,Laurent,,,True,549938411,True,True,385,2500.0092283950617,1102.5299301672949,
Y,\\sahale.biostr.washington.edu\data\Subjects\lightFlipperTest2\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.ap.bin,751332890,ap,lightFlipperTest2,,,False,0,False,True,385,30000.0,32.52523333333333,
Y,\\sahale.biostr.washington.edu\data\Subjects\lightFlipperTest2\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.bin,62611780,lf,lightFlipperTest2,,,False,0,False,True,385,2500.0,32.5256,
Y,\\sahale.biostr.washington.edu\data\Subjects\SM_0004\2021-10-20\shank1\mergedFiles.ap.bin,153751197600,ap,SM_0004,2021-10-20,shank1,False,0,False,True,385,30000.0,6655.896,
Y,\\sahale.biostr.washington.edu\data\Subjects\SM_0004\2021-10-20\shank3\mergedFiles.ap.bin,153751197600,ap,SM_0004,2021-10-20,shank3,False,0,False,True,385,30000.0,6655.896,
Y,\\sahale.biostr.washington.edu\data\Subjects\JRS_0023\2023-05-22\p0_g0\p0_g0_t0.imec0.ap.bin,13012765150,ap,JRS_0023,2023-05-22,p0_g0,False,0,False,True,385,30000.0,563.3231666666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\JRS_0023\2023-05-22\p1_g0\p1_g0_t0.imec1.ap.bin,13012678140,ap,JRS_0023,2023-05-22,p1_g0,False,0,False,True,385,30000.0,563.3194,
Y,\\sahale.biostr.washington.edu\data\Subjects\JRS_0023\2023-05-22\p2_g0\p2_g0_t0.imec2.ap.bin,13012698160,ap,JRS_0023,2023-05-22,p2_g0,False,0,False,True,385,30000.0,563.3202666666666,
Y,\\sahale.biostr.washington.edu\data\Subjects\JRS_0023\2023-05-22\_spikeglx_ephysData_g0\p3_g0_t0.nidq.bin,67604848,nidq,JRS_0023,2023-05-22,_spikeglx_ephysData_g0,False,0,False,True,2,30003.0003,563.3173959605633,
Y,\\sahale.biostr.washington.edu\data\Subjects\MonkeyUltra_01\a220301_CSDflashNPX_g1\a220301_CSDflashNPX_g1_imec0\a220301_CSDflashNPX_g1_t1.imec0.ap.bin,5097399230,ap,MonkeyUltra_01,,,False,0,False,True,385,30000.0,220.66663333333332,
Y,\\sahale.biostr.washington.edu\data\Subjects\MonkeyUltra_01\a220301_CSDflashNPX_g1\a220301_CSDflashNPX_g1_imec0\a220301_CSDflashNPX_g1_t1.imec0.lf.bin,424783590,lf,MonkeyUltra_01,,,False,0,False,True,385,2500.0,220.6668,
Y,\\sahale.biostr.washington.edu\data\Subjects\MonkeyUltra_01\a220301_CSDflashNPX_g1\a220301_CSDflashNPX_g1_imec0\a220301_CSDflashNPX_g1_t2.imec0.ap.bin,6475720790,ap,MonkeyUltra_01,,,False,0,False,True,385,30000.0,280.3342333333333,
Y,\\sahale.biostr.washington.edu\data\Subjects\MonkeyUltra_01\a220301_CSDflashNPX_g1\a220301_CSDflashNPX_g1_imec0\a220301_CSDflashNPX_g1_t2.imec0.lf.bin,539643720,lf,MonkeyUltra_01,,,False,0,False,True,385,2500.0,280.3344,
Y,\\sahale.biostr.washington.edu\data\Subjects\MonkeyUltra_01\a220302_Ultradense_g1\a220302_Ultradense_g1_imec0\a220302_Ultradense_g1_t0.imec0.ap.bin,177915282160,ap,MonkeyUltra_01,,,False,0,False,True,385,30000.0,7701.960266666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\MonkeyUltra_01\a220302_Ultradense_g1\a220302_Ultradense_g1_imec0\a220302_Ultradense_g1_t0.imec0.lf.bin,14826273770,lf,MonkeyUltra_01,,,False,0,False,True,385,2500.0,7701.9604,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-20\1\p0_g0\p0_g0_t0.imec0.ap.bin,63197008490,ap,AB_0041,2025-01-20,1,False,0,False,True,385,30000.0,2735.801233333333,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-20\1\p1_g0\p1_g0_t0.imec0.ap.bin,63197447390,ap,AB_0041,2025-01-20,1,False,0,False,True,385,30000.0,2735.8202333333334,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-22\1\p0_g0\p0_g0_t0.imec0.ap.bin,72359904540,ap,AB_0041,2025-01-22,1,False,0,False,True,385,30000.0,3132.4634,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-22\1\p1_g0\p1_g0_t0.imec0.ap.bin,72360414280,ap,AB_0041,2025-01-22,1,False,0,False,True,385,30000.0,3132.4854666666665,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-22\1\p1_g0\p1_g0_t0.imec0.lf.bin,6030034780,lf,AB_0041,2025-01-22,1,False,0,False,True,385,2500.0,3132.4856,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-23\1\p0_g0\p0_g0_t0.imec0.ap.bin,89727597960,ap,AB_0041,2025-01-23,1,False,0,False,True,385,30000.0,3884.3116,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-23\1\p1_g0\p1_g0_t0.imec0.ap.bin,89728359490,ap,AB_0041,2025-01-23,1,False,0,False,True,385,30000.0,3884.3445666666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-24\1\p0_g0\p0_g0_t0.imec0.ap.bin,99477930090,ap,AB_0041,2025-01-24,1,False,0,False,True,385,30000.0,4306.4039,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-24\1\p1_g0\p1_g0_t0.imec0.ap.bin,99478610770,ap,AB_0041,2025-01-24,1,False,0,False,True,385,30000.0,4306.433366666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-24\1\p1_g0\p1_g0_t0.imec0.lf.bin,8289884680,lf,AB_0041,2025-01-24,1,False,0,False,True,385,2500.0,4306.4336,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-25\1\p0_g0\p0_g0_t0.imec0.ap.bin,98460658450,ap,AB_0041,2025-01-25,1,False,0,False,True,385,30000.0,4262.366166666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-25\1\p1_g0\p1_g0_t0.imec0.ap.bin,98461400730,ap,AB_0041,2025-01-25,1,False,0,False,True,385,30000.0,4262.3983,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-25\1\p1_g0\p1_g0_t0.imec0.lf.bin,8205116920,lf,AB_0041,2025-01-25,1,False,0,False,True,385,2500.0,4262.3984,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-26\1\p0_g0\p0_g0_t0.imec0.ap.bin,83856030720,ap,AB_0041,2025-01-26,1,False,0,False,True,385,30000.0,3630.1312,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-26\1\p0_g0\p0_g0_t0.imec0.lf.bin,6988003330,lf,AB_0041,2025-01-26,1,False,0,False,True,385,2500.0,3630.1316,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-26\1\p1_g0\p1_g0_t0.imec0.ap.bin,83856711400,ap,AB_0041,2025-01-26,1,False,0,False,True,385,30000.0,3630.1606666666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-26\1\p1_g0\p1_g0_t0.imec0.lf.bin,6988059540,lf,AB_0041,2025-01-26,1,False,0,False,True,385,2500.0,3630.1608,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-27\1\p0_g0\p0_g0_t0.imec0.ap.bin,108496173940,ap,AB_0041,2025-01-27,1,False,0,False,True,385,30000.0,4696.804066666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-27\1\p0_g0\p0_g0_t0.imec0.lf.bin,9041348470,lf,AB_0041,2025-01-27,1,False,0,False,True,385,2500.0,4696.8044,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-27\1\p1_g0\p1_g1_t0.imec0.ap.bin,108496525060,ap,AB_0041,2025-01-27,1,False,0,False,True,385,30000.0,4696.819266666666,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-27\1\p1_g0\p1_g1_t0.imec0.lf.bin,9041377730,lf,AB_0041,2025-01-27,1,False,0,False,True,385,2500.0,4696.8196,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-28\1\p0_g0\p0_g0_t0.imec0.ap.bin,91676116840,ap,AB_0041,2025-01-28,1,False,0,False,True,385,30000.0,3968.6630666666665,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-28\1\p1_g0\p1_g0_t0.imec0.ap.bin,91677041610,ap,AB_0041,2025-01-28,1,False,0,False,True,385,30000.0,3968.7031,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-29\1\p0_g0\p0_g0_t0.imec0.ap.bin,107960658960,ap,AB_0041,2025-01-29,1,False,0,False,True,385,30000.0,4673.6216,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-29\1\p1_g0\p1_g0_t0.imec0.ap.bin,107961358120,ap,AB_0041,2025-01-29,1,False,0,False,True,385,30000.0,4673.651866666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0041\2025-01-29\1\p1_g0\p1_g0_t0.imec0.lf.bin,8996780100,lf,AB_0041,2025-01-29,1,False,0,False,True,385,2500.0,4673.652,
Y,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0020\2021-04-18\1\p1_g0\p1_g0_t0.imec0.ap.bin,59302277650,ap,ZYE_0020,2021-04-18,1,False,0,False,True,385,30000.0,2567.1981666666666,
Y,\\sahale.biostr.washington.edu\data\Subjects\AL_0006\2021-08-10\2\p0_g1_t0.imec0\p0_g1_t0.imec0.ap.bin,105530713750,ap,AL_0006,2021-08-10,2,False,0,False,True,385,30000.0,4568.429166666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\AL_0006\2021-08-10\2\p0_g1_t0.imec1\p0_g1_t0.imec1.ap.bin,105531172670,ap,AL_0006,2021-08-10,2,False,0,False,True,385,30000.0,4568.449033333333,
Y,\\sahale.biostr.washington.edu\data\Subjects\FD_013\2026-06-08\1\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,73072676600,ap,FD_013,2026-06-08,1,False,0,False,True,385,30000.0,3163.3193333333334,
Y,\\sahale.biostr.washington.edu\data\Subjects\FD_013\2026-06-09\1\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,77776997760,ap,FD_013,2026-06-09,1,False,0,False,True,385,30000.0,3366.9696,
Y,\\sahale.biostr.washington.edu\data\Subjects\FD_013\2026-06-10\3\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,77424196080,ap,FD_013,2026-06-10,3,False,0,False,True,385,30000.0,3351.6968,
Y,\\sahale.biostr.washington.edu\data\Subjects\FD_013\2026-06-11\1\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,81467463770,ap,FD_013,2026-06-11,1,False,0,False,True,385,30000.0,3526.7300333333333,
Y,\\sahale.biostr.washington.edu\data\Subjects\FD_013\2026-06-12\1\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,79950101000,ap,FD_013,2026-06-12,1,False,0,False,True,385,30000.0,3461.0433333333335,
Y,\\sahale.biostr.washington.edu\data\Subjects\FD_013\2026-07-11\1\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,42538172600,ap,FD_013,2026-07-11,1,False,0,False,True,385,30000.0,1841.4793333333334,
Y,\\sahale.biostr.washington.edu\data\Subjects\FD_013\2026-07-12\1\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,45799433680,ap,FD_013,2026-07-12,1,False,0,False,True,385,30000.0,1982.6594666666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\FD_013\2026-07-13\1\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,49560446320,ap,FD_013,2026-07-13,1,False,0,False,True,385,30000.0,2145.4738666666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\FD_013\2026-07-14\1\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,91729576400,ap,FD_013,2026-07-14,1,False,0,False,True,385,30000.0,3970.9773333333333,
Y,\\sahale.biostr.washington.edu\data\Subjects\FD_013\2026-07-16\1\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,90861093400,ap,FD_013,2026-07-16,1,False,0,False,True,385,30000.0,3933.3806666666665,
Y,\\sahale.biostr.washington.edu\data\Subjects\FD_013\2026-07-27\1\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,74418987720,ap,FD_013,2026-07-27,1,False,0,False,True,385,30000.0,3221.6012,
Y,\\sahale.biostr.washington.edu\data\Subjects\FD_013\2026-07-29\4\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,227541209280,ap,FD_013,2026-07-29,4,False,0,False,True,1540,30000.0,2462.5672,
Y,\\sahale.biostr.washington.edu\data\Subjects\FD_013\2026-07-30\1\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,305425625120,ap,FD_013,2026-07-30,1,False,0,False,True,1540,30000.0,3305.472133333333,
Y,\\sahale.biostr.washington.edu\data\Subjects\FD_013\2026-08-01\1\p0_g0_imec0\p0_g0_t0.imec0.ap.bin,72984955120,ap,FD_013,2026-08-01,1,False,0,False,True,385,30000.0,3159.5218666666665,
Y,\\sahale.biostr.washington.edu\data\Subjects\AL_0043\2026-01-20\1\p0_g0_t0.imec0\p0_g0_t0.imec0.ap.bin,57870485750,ap,AL_0043,2026-01-20,1,False,0,False,True,385,30000.0,2505.215833333333,
Y,\\sahale.biostr.washington.edu\data\Subjects\AL_0043\2026-01-20\1\p0_g0_t0.imec1\p0_g0_t0.imec1.ap.bin,57869761180,ap,AL_0043,2026-01-20,1,False,0,False,True,385,30000.0,2505.1844666666666,
Y,\\sahale.biostr.washington.edu\data\Subjects\AL_0043\2026-01-21\1\p0_g0_t0.imec0\p0_g0_t0.imec0.ap.bin,51145103240,ap,AL_0043,2026-01-21,1,False,0,False,True,385,30000.0,2214.073733333333,
Y,\\sahale.biostr.washington.edu\data\Subjects\AL_0043\2026-01-21\1\p0_g0_t0.imec1\p0_g0_t0.imec1.ap.bin,51144467990,ap,AL_0043,2026-01-21,1,False,0,False,True,385,30000.0,2214.0462333333335,
Y,\\sahale.biostr.washington.edu\data\Subjects\AL_0034\2024-09-19\1\p0_g0_t0.imec0\p0_g0_t0.imec0.ap.bin,20521825170,ap,AL_0034,2024-09-19,1,False,0,False,True,385,30000.0,888.3907,
Y,\\sahale.biostr.washington.edu\data\Subjects\AL_0034\2024-09-19\2\p0_g0_t0.imec0\p0_g0_t0.imec0.ap.bin,94029338480,ap,AL_0034,2024-09-19,2,False,0,False,True,385,30000.0,4070.5341333333336,
Y,\\sahale.biostr.washington.edu\data\Subjects\AL_0034\2024-11-18\10\p0_g0_t0.imec0\p0_g0_t0.imec0.ap.bin,13136956910,ap,AL_0034,2024-11-18,10,False,0,False,True,385,30000.0,568.6994333333333,
Y,\\sahale.biostr.washington.edu\data\Subjects\AL_0034\2024-11-18\5\p0_g0_t0.imec0\p0_g0_t0.imec0.ap.bin,7942817190,ap,AL_0034,2024-11-18,5,False,0,False,True,385,30000.0,343.8449,
Y,\\sahale.biostr.washington.edu\data\Subjects\AL_0034\2024-11-18\7\p0_g0_t0.imec0\p0_g0_t0.imec0.ap.bin,23973037550,ap,AL_0034,2024-11-18,7,False,0,False,True,385,30000.0,1037.7938333333334,
Y,\\sahale.biostr.washington.edu\data\Subjects\AL_0034\2024-11-19\1\p0_g0_t0.imec0\p0_g0_t0.imec0.ap.bin,10752208390,ap,AL_0034,2024-11-19,1,False,0,False,True,385,30000.0,465.4635666666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\AL_0034\2024-11-19\3\p0_g0_t0.imec0\p0_g0_t0.imec0.ap.bin,12972551130,ap,AL_0034,2024-11-19,3,False,0,False,True,385,30000.0,561.5823,
Y,\\sahale.biostr.washington.edu\data\Subjects\AL_0034\2024-11-19\5\p0_g0_t0.imec0\p0_g0_t0.imec0.ap.bin,12287800910,ap,AL_0034,2024-11-19,5,False,0,False,True,385,30000.0,531.9394333333333,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-08-23\1\p0_g0\p0_g0_t0.imec0.ap.bin,96214170360,ap,AB_0025,2022-08-23,1,False,0,False,True,385,30000.0,4165.1156,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-08-23\1\p0_g0\p0_g0_t0.imec0.lf.bin,8017847530,lf,AB_0025,2022-08-23,1,False,0,False,True,385,2500.0,4165.1156,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-08-24\1\p0_g0\p0_g0_t0.imec0.ap.bin,88665330600,ap,AB_0025,2022-08-24,1,False,0,False,True,385,30000.0,3838.326,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-08-24\1\p0_g0\p0_g0_t0.imec0.lf.bin,7388777550,lf,AB_0025,2022-08-24,1,False,0,False,True,385,2500.0,3838.326,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-08-25\1\p0_g0\p0_g0_t0.imec0.ap.bin,88183937380,ap,AB_0025,2022-08-25,1,False,0,False,True,385,30000.0,3817.4864666666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-08-25\1\p0_g0\p0_g0_t0.imec0.lf.bin,7348662090,lf,AB_0025,2022-08-25,1,False,0,False,True,385,2500.0,3817.4868,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-08-26\1\p0_g0\p0_g0_t0.imec0.ap.bin,87739297800,ap,AB_0025,2022-08-26,1,False,0,False,True,385,30000.0,3798.238,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-08-26\1\p0_g0\p0_g0_t0.imec0.lf.bin,7311608150,lf,AB_0025,2022-08-26,1,False,0,False,True,385,2500.0,3798.238,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-08-29\1\p0_g0\p0_g0_t0.imec0.ap.bin,89298678700,ap,AB_0025,2022-08-29,1,False,0,False,True,385,30000.0,3865.7436666666667,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-08-29\1\p0_g0\p0_g0_t0.imec0.lf.bin,7441557200,lf,AB_0025,2022-08-29,1,False,0,False,True,385,2500.0,3865.744,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-08-30\1\p0_g0\p0_g0_t0.imec0.ap.bin,87132784200,ap,AB_0025,2022-08-30,1,False,0,False,True,385,30000.0,3771.982,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-08-30\1\p0_g0\p0_g0_t0.imec0.lf.bin,7261065350,lf,AB_0025,2022-08-30,1,False,0,False,True,385,2500.0,3771.982,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-08-31\1\p0_g0\p0_g0_t0.imec0.ap.bin,89959882320,ap,AB_0025,2022-08-31,1,False,0,False,True,385,30000.0,3894.3672,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-08-31\1\p0_g0\p0_g0_t0.imec0.lf.bin,7496656860,lf,AB_0025,2022-08-31,1,False,0,False,True,385,2500.0,3894.3672,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-01\1\p0_g0\p0_g0_t0.imec0.ap.bin,93520035840,ap,AB_0025,2022-09-01,1,False,0,False,True,385,30000.0,4048.4864,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-01\1\p0_g0\p0_g0_t0.imec0.lf.bin,7793336320,lf,AB_0025,2022-09-01,1,False,0,False,True,385,2500.0,4048.4864,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-02\1\p0_g0\p0_g0_t0.imec0.ap.bin,87983021280,ap,AB_0025,2022-09-02,1,False,0,False,True,385,30000.0,3808.7888,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-02\1\p0_g0\p0_g0_t0.imec0.lf.bin,7331918440,lf,AB_0025,2022-09-02,1,False,0,False,True,385,2500.0,3808.7888,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-05\1\p0_g0\p0_g0_t0.imec0.ap.bin,90913847640,ap,AB_0025,2022-09-05,1,False,0,False,True,385,30000.0,3935.6644,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-05\1\p0_g0\p0_g0_t0.imec0.lf.bin,7576153970,lf,AB_0025,2022-09-05,1,False,0,False,True,385,2500.0,3935.6644,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-06\1\p0_g0\p0_g0_t0.imec0.ap.bin,84286014120,ap,AB_0025,2022-09-06,1,False,0,False,True,385,30000.0,3648.7452,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-06\1\p0_g0\p0_g0_t0.imec0.lf.bin,7023834510,lf,AB_0025,2022-09-06,1,False,0,False,True,385,2500.0,3648.7452,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-07\1\p0_g0\p0_g0_t0.imec0.ap.bin,70106097600,ap,AB_0025,2022-09-07,1,False,0,False,True,385,30000.0,3034.896,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-07\1\p0_g0\p0_g0_t0.imec0.lf.bin,5842174800,lf,AB_0025,2022-09-07,1,False,0,False,True,385,2500.0,3034.896,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-08\3\p0_g0\p0_g0_t0.imec0.ap.bin,83986120680,ap,AB_0025,2022-09-08,3,False,0,False,True,385,30000.0,3635.7628,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-08\3\p0_g0\p0_g0_t0.imec0.lf.bin,6998843390,lf,AB_0025,2022-09-08,3,False,0,False,True,385,2500.0,3635.7628,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-09\1\p0_g0\p0_g0_t0.imec0.ap.bin,89524299480,ap,AB_0025,2022-09-09,1,False,0,False,True,385,30000.0,3875.5108,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-09\1\p0_g0\p0_g0_t0.imec0.lf.bin,7460358290,lf,AB_0025,2022-09-09,1,False,0,False,True,385,2500.0,3875.5108,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-12\1\p0_g0\p0_g0_t0.imec0.ap.bin,87784047120,ap,AB_0025,2022-09-12,1,False,0,False,True,385,30000.0,3800.1752,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-12\1\p0_g0\p0_g0_t0.imec0.lf.bin,7315337260,lf,AB_0025,2022-09-12,1,False,0,False,True,385,2500.0,3800.1752,
Y,\\sahale.biostr.washington.edu\data\Subjects\AB_0025\2022-09-21\1\p0_g0\p0_g0_t0.imec0.ap.bin,87109684970,ap,AB_0025,2022-09-21,1,False,0,False,True,385,30000.0,3770.982033333333,
