session,verdict,C1,C2,C3,C4,C5,C7,tar_bytes_now,wfz_bytes_now,b2_wfz_bytes,notes
ZYE_0087/2024-09-06/3,PASS,pass,pass,pass,pass,pass,pass,142322652672,55529073446,55529073446,
ZYE_0087/2024-09-07/1,PASS,pass,pass,pass,pass,pass,pass,145658942976,58857221693,58857221693,
ZYE_0088/2024-05-23/1,PASS,pass,pass,pass,pass,pass,pass,152682745344,57343787837,57343787837,
ZYE_0088/2024-07-09/1,PASS,pass,pass,pass,pass,pass,pass,161303815680,67216688378,67216688378,
ZYE_0088/2024-07-10/1,PASS,pass,pass,pass,pass,pass,pass,134049639936,55683536810,55683536810,
ZYE_0088/2024-07-11/1,PASS,pass,pass,pass,pass,pass,pass,175388124672,73937138593,73937138593,
ZYE_0088/2024-07-13/2,PASS,pass,pass,pass,pass,pass,pass,149832470016,61988835581,61988835581,
ZYE_0088/2024-07-15/2,PASS,pass,pass,pass,pass,pass,pass,142744751616,59344172777,59344172777,
ZYE_0088/2024-07-16/2,PASS,pass,pass,pass,pass,pass,pass,149878666752,61005162023,61005162023,
ZYE_0088/2024-07-17/1,REFUSE,pass,pass,pass,pass,pass,fail,118955331072,49831210287,,C7: FileNotPresent: File not present: subjects/ZYE_0088/2024-07-17/1/widefield.wfz
ZYE_0088/2024-08-23/1,PASS,pass,pass,pass,pass,pass,pass,133343399424,55470065931,55470065931,
ZYE_0088/2024-09-05/1,PASS,pass,pass,pass,pass,pass,pass,136907509248,56734781383,56734781383,
ZYE_0088/2024-09-06/1,PASS,pass,pass,pass,pass,pass,pass,153124462080,61448809575,61448809575,
ZYE_0088/2024-09-06/2,REFUSE,pass,pass,pass,pass,pass,fail,124750173696,49745641797,,C7: FileNotPresent: File not present: subjects/ZYE_0088/2024-09-06/2/widefield.wfz
ZYE_0088/2024-09-07/1,REFUSE,pass,pass,pass,pass,pass,fail,122470080000,49295944358,,C7: FileNotPresent: File not present: subjects/ZYE_0088/2024-09-07/1/widefield.wfz
ZYE_0089/2024-05-23/1,PASS,pass,pass,pass,pass,pass,pass,153235840512,56562947756,56562947756,
ZYE_0089/2024-07-08/1,PASS,pass,pass,pass,pass,pass,pass,144145841664,57552039545,57552039545,
ZYE_0089/2024-07-09/1,PASS,pass,pass,pass,pass,pass,pass,175616577024,70658157871,70658157871,
ZYE_0089/2024-07-11/5,PASS,pass,pass,pass,pass,pass,pass,158511760896,63922723058,63922723058,
ZYE_0089/2024-07-12/2,PASS,pass,pass,pass,pass,pass,pass,162746672640,65573530499,65573530499,
ZYE_0089/2024-07-16/1,PASS,pass,pass,pass,pass,pass,pass,129723600384,51978240392,51978240392,
ZYE_0089/2024-07-17/1,REFUSE,pass,pass,pass,pass,pass,fail,125076715008,50454348558,,C7: FileNotPresent: File not present: subjects/ZYE_0089/2024-07-17/1/widefield.wfz
ZYE_0089/2025-05-02/1,PASS,pass,pass,pass,pass,pass,pass,158267487744,63512012449,63512012449,
ZYE_0089/2025-05-03/1,PASS,pass,pass,pass,pass,pass,pass,141586036224,57621950875,57621950875,
ZYE_0090/2024-07-16/1,PASS,pass,pass,pass,pass,pass,pass,134642603520,54704146588,54704146588,
ZYE_0090/2024-07-17/1,PASS,pass,pass,pass,pass,pass,pass,162351785472,65759464761,65759464761,
ZYE_0090/2024-07-27/1,PASS,pass,pass,pass,pass,pass,pass,141218993664,57230608218,57230608218,
ZYE_0090/2024-08-11/4,REFUSE,pass,pass,pass,pass,pass,fail,128042798592,51869448962,,C7: FileNotPresent: File not present: subjects/ZYE_0090/2024-08-11/4/widefield.wfz
ZYE_0090/2024-08-12/1,PASS,pass,pass,pass,pass,pass,pass,178513681920,72312861447,72312861447,
ZYE_0090/2024-08-13/3,PASS,pass,pass,pass,pass,pass,pass,149555289600,60440557641,60440557641,
ZYE_0090/2024-08-14/1,PASS,pass,pass,pass,pass,pass,pass,139264808448,56271815091,56271815091,
ZYE_0090/2024-08-16/3,REFUSE,pass,pass,pass,pass,pass,fail,127318205952,50792677457,,C7: FileNotPresent: File not present: subjects/ZYE_0090/2024-08-16/3/widefield.wfz
ZYE_0090/2024-09-08/1,REFUSE,pass,pass,pass,pass,pass,fail,121332880896,49648469840,,C7: FileNotPresent: File not present: subjects/ZYE_0090/2024-09-08/1/widefield.wfz
ZYE_0090/2025-02-25/1,PASS,pass,pass,pass,pass,pass,pass,142001174016,59329485012,59329485012,
ZYE_0090/2025-03-06/5,PASS,pass,pass,pass,pass,pass,pass,144525540864,61057989294,61057989294,
ZYE_0090/2025-03-14/3,PASS,pass,pass,pass,pass,pass,pass,148123823616,62475266391,62475266391,
ZYE_0090/2025-05-02/2,PASS,pass,pass,pass,pass,pass,pass,159536948736,65333631964,65333631964,
ZYE_0090/2025-05-03/6,REFUSE,pass,pass,pass,pass,pass,fail,118456659456,49255095497,,C7: FileNotPresent: File not present: subjects/ZYE_0090/2025-05-03/6/widefield.wfz
ZYE_0090/2025-05-05/1,REFUSE,pass,pass,pass,pass,pass,fail,119643852288,47786962010,,C7: FileNotPresent: File not present: subjects/ZYE_0090/2025-05-05/1/widefield.wfz
ZYE_0090/2025-06-04/2,REFUSE,pass,pass,pass,pass,pass,fail,117775099392,47693011777,,C7: FileNotPresent: File not present: subjects/ZYE_0090/2025-06-04/2/widefield.wfz
ZYE_0090/2025-06-05/1,PASS,pass,pass,pass,pass,pass,pass,143071925760,57796670077,57796670077,
ZYE_0090/2025-06-07/1,PASS,pass,pass,pass,pass,pass,pass,146131035648,59338981372,59338981372,
ZYE_0090/2025-06-07/2,REFUSE,pass,pass,pass,pass,pass,fail,121045575168,47497419952,,C7: FileNotPresent: File not present: subjects/ZYE_0090/2025-06-07/2/widefield.wfz
ZYE_0090/2025-06-08/1,REFUSE,pass,pass,pass,pass,pass,fail,126777767424,50616065075,,C7: FileNotPresent: File not present: subjects/ZYE_0090/2025-06-08/1/widefield.wfz
ZYE_0090/2025-06-10/1,PASS,pass,pass,pass,pass,pass,pass,129658418688,52032413717,52032413717,
ZYE_0090/2025-06-10/2,PASS,pass,pass,pass,pass,pass,pass,145213429248,57283595801,57283595801,
ZYE_0090/2025-06-11/1,PASS,pass,pass,pass,pass,pass,pass,134323656192,53935676827,53935676827,
ZYE_0090/2025-06-13/1,REFUSE,pass,pass,pass,pass,pass,fail,123365537280,47960926269,,C7: FileNotPresent: File not present: subjects/ZYE_0090/2025-06-13/1/widefield.wfz
ZYE_0090/2025-06-16/1,REFUSE,pass,pass,pass,pass,pass,fail,126962554368,47932422661,,C7: FileNotPresent: File not present: subjects/ZYE_0090/2025-06-16/1/widefield.wfz
ZYE_0091/2024-07-09/1,PASS,pass,pass,pass,pass,pass,pass,142937765376,56929382038,56929382038,
ZYE_0091/2024-07-10/1,PASS,pass,pass,pass,pass,pass,pass,161432280576,64646968967,64646968967,
ZYE_0091/2024-07-11/1,PASS,pass,pass,pass,pass,pass,pass,179339527680,72377416755,72377416755,
ZYE_0091/2024-07-12/1,PASS,pass,pass,pass,pass,pass,pass,149278109184,59900836437,59900836437,
ZYE_0091/2024-07-13/1,PASS,pass,pass,pass,pass,pass,pass,193675070976,77156586633,77156586633,
ZYE_0091/2024-07-14/3,PASS,pass,pass,pass,pass,pass,pass,163667443200,66981034703,66981034703,
ZYE_0091/2024-07-15/1,PASS,pass,pass,pass,pass,pass,pass,164152825344,66864336914,66864336914,
ZYE_0091/2024-07-16/1,PASS,pass,pass,pass,pass,pass,pass,169788194304,68954230814,68954230814,
ZYE_0091/2024-07-17/2,PASS,pass,pass,pass,pass,pass,pass,166309516800,67859167746,67859167746,
ZYE_0091/2024-07-28/1,PASS,pass,pass,pass,pass,pass,pass,138123812352,56216727522,56216727522,
ZYE_0091/2024-09-08/1,PASS,pass,pass,pass,pass,pass,pass,141368974848,59215204920,59215204920,
ZYE_0091/2025-02-28/3,PASS,pass,pass,pass,pass,pass,pass,146839807488,59998424279,59998424279,
ZYE_0091/2025-03-11/1,PASS,pass,pass,pass,pass,pass,pass,129821056512,52373368941,52373368941,
ZYE_0091/2025-03-13/1,PASS,pass,pass,pass,pass,pass,pass,135277334016,54864067419,54864067419,
ZYE_0091/2025-05-06/6,REFUSE,pass,pass,pass,pass,pass,fail,118757887488,48214022742,,C7: FileNotPresent: File not present: subjects/ZYE_0091/2025-05-06/6/widefield.wfz
ZYE_0091/2025-05-07/1,REFUSE,pass,pass,pass,pass,pass,fail,124290104832,49850347209,,C7: FileNotPresent: File not present: subjects/ZYE_0091/2025-05-07/1/widefield.wfz
ZYE_0091/2025-06-04/1,REFUSE,pass,pass,pass,pass,pass,fail,123882561024,50732811848,,C7: FileNotPresent: File not present: subjects/ZYE_0091/2025-06-04/1/widefield.wfz
ZYE_0091/2025-06-04/3,REFUSE,pass,pass,pass,pass,pass,fail,118073163264,46813377654,,C7: FileNotPresent: File not present: subjects/ZYE_0091/2025-06-04/3/widefield.wfz
ZYE_0091/2025-06-06/2,REFUSE,pass,pass,pass,pass,pass,fail,119352749568,48410887130,,C7: FileNotPresent: File not present: subjects/ZYE_0091/2025-06-06/2/widefield.wfz
ZYE_0091/2025-06-06/5,PASS,pass,pass,pass,pass,pass,pass,129598299648,51654683164,51654683164,
ZYE_0091/2025-06-08/3,REFUSE,pass,pass,pass,pass,pass,fail,128388324864,50113609364,,C7: FileNotPresent: File not present: subjects/ZYE_0091/2025-06-08/3/widefield.wfz
ZYE_0091/2025-06-13/2,REFUSE,pass,pass,pass,pass,pass,fail,125755743744,48812757332,,C7: FileNotPresent: File not present: subjects/ZYE_0091/2025-06-13/2/widefield.wfz
ZYE_0091/2025-06-17/1,REFUSE,pass,pass,pass,pass,pass,fail,128742077952,47866374996,,C7: FileNotPresent: File not present: subjects/ZYE_0091/2025-06-17/1/widefield.wfz
ZYE_0092/2025-06-14/1,PASS,pass,pass,pass,pass,pass,pass,145947514368,51843317420,51843317420,
ZYE_0092/2025-06-14/3,PASS,pass,pass,pass,pass,pass,pass,135119758848,48046008755,48046008755,
ZYE_0093/2025-06-02/2,PASS,pass,pass,pass,pass,pass,pass,133295304192,50084103361,50084103361,
ZYE_0094/2025-06-16/3,PASS,pass,pass,pass,pass,pass,pass,135494395392,47747309332,47747309332,
ZYE_0094/2025-06-18/1,REFUSE,pass,pass,pass,pass,pass,fail,121148093952,43624653695,,C7: FileNotPresent: File not present: subjects/ZYE_0094/2025-06-18/1/widefield.wfz
ZYE_0094/2025-06-18/3,REFUSE,pass,pass,pass,pass,pass,fail,128208600576,45711088274,,C7: FileNotPresent: File not present: subjects/ZYE_0094/2025-06-18/3/widefield.wfz
ZYE_0094/2025-07-10/1,PASS,pass,pass,pass,pass,pass,pass,131416425984,47542800424,47542800424,
ZYE_0094/2025-07-18/1,PASS,pass,pass,pass,pass,pass,pass,163887035904,60079077564,60079077564,
ZYE_0094/2025-07-19/1,PASS,pass,pass,pass,pass,pass,pass,134328086016,50132203034,50132203034,
ZYE_0094/2025-07-20/1,REFUSE,pass,pass,pass,pass,pass,fail,126525900288,46956585075,,C7: FileNotPresent: File not present: subjects/ZYE_0094/2025-07-20/1/widefield.wfz
ZYE_0094/2025-07-21/1,PASS,pass,pass,pass,pass,pass,pass,130255179264,49539071764,49539071764,
ZYE_0095/2025-07-10/1,PASS,pass,pass,pass,pass,pass,pass,134264169984,48524934382,48524934382,
ZYE_0095/2025-07-17/1,PASS,pass,pass,pass,pass,pass,pass,151455051264,57889298616,57889298616,
ZYE_0095/2025-07-18/1,PASS,pass,pass,pass,pass,pass,pass,132323907072,49570830450,49570830450,
ZYE_0095/2025-07-19/1,PASS,pass,pass,pass,pass,pass,pass,129750179328,48992261740,48992261740,
ZYE_0095/2025-07-20/1,REFUSE,pass,pass,pass,pass,pass,fail,124193914368,47007965836,,C7: FileNotPresent: File not present: subjects/ZYE_0095/2025-07-20/1/widefield.wfz
ZYE_0095/2025-07-26/1,PASS,pass,pass,pass,pass,pass,pass,144157232640,55266191433,55266191433,
ZYE_0096/2025-07-08/1,REFUSE,pass,pass,pass,pass,pass,fail,123730048512,43415775600,,C7: FileNotPresent: File not present: subjects/ZYE_0096/2025-07-08/1/widefield.wfz
ZYE_0096/2025-07-12/1,REFUSE,pass,pass,pass,pass,pass,fail,128929396224,45237518259,,C7: FileNotPresent: File not present: subjects/ZYE_0096/2025-07-12/1/widefield.wfz
ZYE_0096/2025-07-12/2,REFUSE,pass,pass,pass,pass,pass,fail,125458312704,43923203254,,C7: FileNotPresent: File not present: subjects/ZYE_0096/2025-07-12/2/widefield.wfz
ZYE_0097/2025-07-16/1,PASS,pass,pass,pass,pass,pass,pass,152628954624,59150071316,59150071316,
ZYE_0097/2025-07-18/1,PASS,pass,pass,pass,pass,pass,pass,142620083712,55192515391,55192515391,
ZYE_0097/2025-07-19/1,REFUSE,pass,pass,pass,pass,pass,fail,128705373696,49663530916,,C7: FileNotPresent: File not present: subjects/ZYE_0097/2025-07-19/1/widefield.wfz
ZYE_0097/2025-07-20/1,REFUSE,pass,pass,pass,pass,pass,fail,126846113280,49439421679,,C7: FileNotPresent: File not present: subjects/ZYE_0097/2025-07-20/1/widefield.wfz
ZYE_0097/2025-07-22/1,REFUSE,pass,pass,pass,pass,pass,fail,128923700736,49556640968,,C7: FileNotPresent: File not present: subjects/ZYE_0097/2025-07-22/1/widefield.wfz
ZYE_0097/2025-07-26/1,PASS,pass,pass,pass,pass,pass,pass,149934355968,56535625734,56535625734,
ZYE_0098/2025-07-16/1,PASS,pass,pass,pass,pass,pass,pass,137711205888,50849122383,50849122383,
ZYE_0098/2025-07-19/1,REFUSE,pass,pass,pass,pass,pass,fail,124984954368,45846202772,,C7: FileNotPresent: File not present: subjects/ZYE_0098/2025-07-19/1/widefield.wfz
ZYE_0098/2025-07-20/1,REFUSE,pass,pass,pass,pass,pass,fail,129033813504,47900126003,,C7: FileNotPresent: File not present: subjects/ZYE_0098/2025-07-20/1/widefield.wfz
ZYE_0098/2025-07-26/1,PASS,pass,pass,pass,pass,pass,pass,182918825472,67212590763,67212590763,
ZYE_0098/2025-12-17/2,PASS,pass,pass,pass,pass,pass,pass,93542696960,32514339901,32514339901,
ZYE_0098/2025-12-18/1,PASS,pass,pass,pass,pass,pass,pass,101058846720,33497517949,33497517949,
default/2025-03-05/3,PASS,pass,pass,pass,pass,pass,pass,5194318336,1860513193,1860513193,
test/2025-11-05/1,PASS,pass,pass,pass,pass,pass,pass,10444501504,4193621602,4193621602,
test/2026-02-17/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,505364720,505364720,C4: the tar is already gone
